cluster.outbound|5678||pr4286-dummy-backend.pr4286-runtime.svc.cluster.local.version_text: "2026-08-11T11:28:22Z/5"
http.admin.downstream_cx_http2_active: 0
http.admin.downstream_cx_http2_total: 0
http.admin.downstream_cx_http3_active: 0
http.admin.downstream_cx_http3_total: 0
http.admin.downstream_cx_idle_timeout: 0
http.admin.downstream_cx_max_duration_reached: 0
http.admin.downstream_cx_max_requests_reached: 0
http.admin.downstream_cx_overload_disable_keepalive: 0
http.admin.downstream_cx_protocol_error: 0
http.admin.downstream_cx_rx_bytes_buffered: 84
http.admin.downstream_cx_rx_bytes_total: 304
http.admin.downstream_cx_ssl_active: 0
http.admin.downstream_cx_ssl_total: 0
http.admin.downstream_cx_total: 2
http.admin.downstream_cx_tx_bytes_buffered: 0
http.admin.downstream_cx_tx_bytes_total: 22059
http.admin.downstream_cx_upgrades_active: 0
http.admin.downstream_cx_upgrades_total: 0
http.admin.downstream_flow_control_paused_reading_total: 0
http.admin.downstream_flow_control_resumed_reading_total: 0
http.admin.downstream_rq_1xx: 0
http.admin.downstream_rq_2xx: 3
http.admin.downstream_rq_3xx: 0
http.admin.downstream_rq_4xx: 0
http.admin.downstream_rq_5xx: 0
http.admin.downstream_rq_active: 1
http.admin.downstream_rq_completed: 3
http.admin.downstream_rq_cu_total: 0
http.admin.downstream_rq_deferred: 0
http.admin.downstream_rq_failed_path_normalization: 0
http.admin.downstream_rq_header_timeout: 0
http.admin.downstream_rq_http1_total: 3
http.admin.downstream_rq_http2_total: 0
http.admin.downstream_rq_http3_total: 0
http.admin.downstream_rq_idle_timeout: 0
http.admin.downstream_rq_max_duration_reached: 0
http.admin.downstream_rq_non_relative_path: 0
http.admin.downstream_rq_overload_close: 0
http.admin.downstream_rq_redirected_with_normalized_path: 0
http.admin.downstream_rq_rejected_via_ip_detection: 0
http.admin.downstream_rq_response_before_rq_complete: 0
http.admin.downstream_rq_retry_scope_found_total: 0
http.admin.downstream_rq_retry_scope_not_found_total: 0
http.admin.downstream_rq_rx_reset: 0
http.admin.downstream_rq_timeout: 0
http.admin.downstream_rq_too_large: 0
http.admin.downstream_rq_too_many_premature_resets: 0
http.admin.downstream_rq_total: 3
http.admin.downstream_rq_tx_reset: 0
http.admin.downstream_rq_ws_on_non_ws_route: 0
http.admin.rs_too_large: 0
http.agent.downstream_cx_active: 0
http.agent.downstream_cx_delayed_close_timeout: 0
http.agent.downstream_cx_destroy: 68
http.agent.downstream_cx_destroy_active_rq: 0
http.agent.downstream_cx_destroy_local: 68
http.agent.downstream_cx_destroy_local_active_rq: 0
http.agent.downstream_cx_destroy_remote: 0
http.agent.downstream_cx_destroy_remote_active_rq: 0
http.agent.downstream_cx_drain_close: 0
http.agent.downstream_cx_http1_active: 0
http.agent.downstream_cx_http1_soft_drain: 0
http.agent.downstream_cx_http1_total: 68
http.agent.downstream_cx_http2_active: 0
http.agent.downstream_cx_http2_total: 0
http.agent.downstream_cx_http3_active: 0
http.agent.downstream_cx_http3_total: 0
http.agent.downstream_cx_idle_timeout: 0
http.agent.downstream_cx_max_duration_reached: 0
http.agent.downstream_cx_max_requests_reached: 0
http.agent.downstream_cx_overload_disable_keepalive: 0
http.agent.downstream_cx_protocol_error: 0
http.agent.downstream_cx_rx_bytes_buffered: 0
http.agent.downstream_cx_rx_bytes_total: 7888
http.agent.downstream_cx_ssl_active: 0
http.agent.downstream_cx_ssl_total: 0
http.agent.downstream_cx_total: 68
http.agent.downstream_cx_tx_bytes_buffered: 0
http.agent.downstream_cx_tx_bytes_total: 15300
http.agent.downstream_cx_upgrades_active: 0
http.agent.downstream_cx_upgrades_total: 0
http.agent.downstream_flow_control_paused_reading_total: 0
http.agent.downstream_flow_control_resumed_reading_total: 0
http.agent.downstream_rq_1xx: 0
http.agent.downstream_rq_2xx: 68
http.agent.downstream_rq_3xx: 0
http.agent.downstream_rq_4xx: 0
http.agent.downstream_rq_5xx: 0
http.agent.downstream_rq_active: 0
http.agent.downstream_rq_completed: 68
http.agent.downstream_rq_cu_total: 0
http.agent.downstream_rq_deferred: 0
http.agent.downstream_rq_failed_path_normalization: 0
http.agent.downstream_rq_header_timeout: 0
http.agent.downstream_rq_http1_total: 68
http.agent.downstream_rq_http2_total: 0
http.agent.downstream_rq_http3_total: 0
http.agent.downstream_rq_idle_timeout: 0
http.agent.downstream_rq_max_duration_reached: 0
http.agent.downstream_rq_non_relative_path: 0
http.agent.downstream_rq_overload_close: 0
http.agent.downstream_rq_redirected_with_normalized_path: 0
http.agent.downstream_rq_rejected_via_ip_detection: 0
http.agent.downstream_rq_response_before_rq_complete: 0
http.agent.downstream_rq_retry_scope_found_total: 0
http.agent.downstream_rq_retry_scope_not_found_total: 0
http.agent.downstream_rq_rx_reset: 0
http.agent.downstream_rq_timeout: 0
http.agent.downstream_rq_too_large: 0
http.agent.downstream_rq_too_many_premature_resets: 0
http.agent.downstream_rq_total: 68
http.agent.downstream_rq_tx_reset: 0
http.agent.downstream_rq_ws_on_non_ws_route: 0
http.agent.no_cluster: 0
http.agent.no_route: 0
http.agent.passthrough_internal_redirect_bad_location: 0
http.agent.passthrough_internal_redirect_no_route: 0
http.agent.passthrough_internal_redirect_predicate: 0
http.agent.passthrough_internal_redirect_too_many_redirects: 0
http.agent.passthrough_internal_redirect_unsafe_scheme: 0
http.agent.rq_direct_response: 0
http.agent.rq_overload_local_reply: 0
http.agent.rq_redirect: 0
http.agent.rq_reset_after_downstream_response_started: 0
http.agent.rq_total: 68
http.agent.rs_too_large: 0
http.agent.tracing.client_enabled: 0
http.agent.tracing.health_check: 0
http.agent.tracing.not_traceable: 0
http.agent.tracing.random_sampling: 0
http.agent.tracing.service_forced: 0
http.async-client.no_cluster: 0
http.async-client.no_route: 0
http.async-client.passthrough_internal_redirect_bad_location: 0
http.async-client.passthrough_internal_redirect_no_route: 0
http.async-client.passthrough_internal_redirect_predicate: 0
http.async-client.passthrough_internal_redirect_too_many_redirects: 0
http.async-client.passthrough_internal_redirect_unsafe_scheme: 0
http.async-client.rq_direct_response: 0
http.async-client.rq_overload_local_reply: 0
http.async-client.rq_redirect: 0
http.async-client.rq_reset_after_downstream_response_started: 0
http.async-client.rq_total: 1
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.header_compressor_overshadowed: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.header_compressor_used: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.header_identity: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.header_not_valid: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.header_wildcard: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.no_accept_header: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.not_compressed_etag: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.request.compressed: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.request.content_length_too_small: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.request.not_compressed: 301
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.request.total_compressed_bytes: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.request.total_uncompressed_bytes: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.response.compressed: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.response.content_length_too_small: 301
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.response.not_compressed: 301
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.response.total_compressed_bytes: 0
http.outbound_0.0.0.0_80.compressor.text_optimized.gzip.response.total_uncompressed_bytes: 0
http.outbound_0.0.0.0_80.cors.origin_invalid: 0
http.outbound_0.0.0.0_80.cors.origin_valid: 0
http.outbound_0.0.0.0_80.downstream_cx_active: 0
http.outbound_0.0.0.0_80.downstream_cx_delayed_close_timeout: 0
http.outbound_0.0.0.0_80.downstream_cx_destroy: 301
http.outbound_0.0.0.0_80.downstream_cx_destroy_active_rq: 0
http.outbound_0.0.0.0_80.downstream_cx_destroy_local: 0
http.outbound_0.0.0.0_80.downstream_cx_destroy_local_active_rq: 0
http.outbound_0.0.0.0_80.downstream_cx_destroy_remote: 301
http.outbound_0.0.0.0_80.downstream_cx_destroy_remote_active_rq: 0
http.outbound_0.0.0.0_80.downstream_cx_drain_close: 0
http.outbound_0.0.0.0_80.downstream_cx_http1_active: 0
http.outbound_0.0.0.0_80.downstream_cx_http1_soft_drain: 0
http.outbound_0.0.0.0_80.downstream_cx_http1_total: 301
http.outbound_0.0.0.0_80.downstream_cx_http2_active: 0
http.outbound_0.0.0.0_80.downstream_cx_http2_total: 0
http.outbound_0.0.0.0_80.downstream_cx_http3_active: 0
http.outbound_0.0.0.0_80.downstream_cx_http3_total: 0
http.outbound_0.0.0.0_80.downstream_cx_idle_timeout: 0
http.outbound_0.0.0.0_80.downstream_cx_max_duration_reached: 0
http.outbound_0.0.0.0_80.downstream_cx_max_requests_reached: 0
http.outbound_0.0.0.0_80.downstream_cx_overload_disable_keepalive: 0
http.outbound_0.0.0.0_80.downstream_cx_protocol_error: 0
http.outbound_0.0.0.0_80.downstream_cx_rx_bytes_buffered: 0
http.outbound_0.0.0.0_80.downstream_cx_rx_bytes_total: 79704
http.outbound_0.0.0.0_80.downstream_cx_ssl_active: 0
http.outbound_0.0.0.0_80.downstream_cx_ssl_total: 0
http.outbound_0.0.0.0_80.downstream_cx_total: 301
http.outbound_0.0.0.0_80.downstream_cx_tx_bytes_buffered: 0
http.outbound_0.0.0.0_80.downstream_cx_tx_bytes_total: 64253
http.outbound_0.0.0.0_80.downstream_cx_upgrades_active: 0
http.outbound_0.0.0.0_80.downstream_cx_upgrades_total: 0
http.outbound_0.0.0.0_80.downstream_flow_control_paused_reading_total: 0
http.outbound_0.0.0.0_80.downstream_flow_control_resumed_reading_total: 0
http.outbound_0.0.0.0_80.downstream_rq_1xx: 0
http.outbound_0.0.0.0_80.downstream_rq_2xx: 301
http.outbound_0.0.0.0_80.downstream_rq_3xx: 0
http.outbound_0.0.0.0_80.downstream_rq_4xx: 0
http.outbound_0.0.0.0_80.downstream_rq_5xx: 0
http.outbound_0.0.0.0_80.downstream_rq_active: 0
http.outbound_0.0.0.0_80.downstream_rq_completed: 301
http.outbound_0.0.0.0_80.downstream_rq_cu_total: 0
http.outbound_0.0.0.0_80.downstream_rq_deferred: 0
http.outbound_0.0.0.0_80.downstream_rq_failed_path_normalization: 0
http.outbound_0.0.0.0_80.downstream_rq_header_timeout: 0
http.outbound_0.0.0.0_80.downstream_rq_http1_total: 301
http.outbound_0.0.0.0_80.downstream_rq_http2_total: 0
http.outbound_0.0.0.0_80.downstream_rq_http3_total: 0
http.outbound_0.0.0.0_80.downstream_rq_idle_timeout: 0
http.outbound_0.0.0.0_80.downstream_rq_max_duration_reached: 0
http.outbound_0.0.0.0_80.downstream_rq_non_relative_path: 0
http.outbound_0.0.0.0_80.downstream_rq_overload_close: 0
http.outbound_0.0.0.0_80.downstream_rq_redirected_with_normalized_path: 0
http.outbound_0.0.0.0_80.downstream_rq_rejected_via_ip_detection: 0
http.outbound_0.0.0.0_80.downstream_rq_response_before_rq_complete: 0
http.outbound_0.0.0.0_80.downstream_rq_retry_scope_found_total: 0
http.outbound_0.0.0.0_80.downstream_rq_retry_scope_not_found_total: 0
http.outbound_0.0.0.0_80.downstream_rq_rx_reset: 0
http.outbound_0.0.0.0_80.downstream_rq_timeout: 0
http.outbound_0.0.0.0_80.downstream_rq_too_large: 0
http.outbound_0.0.0.0_80.downstream_rq_too_many_premature_resets: 0
http.outbound_0.0.0.0_80.downstream_rq_total: 301
http.outbound_0.0.0.0_80.downstream_rq_tx_reset: 0
http.outbound_0.0.0.0_80.downstream_rq_ws_on_non_ws_route: 0
http.outbound_0.0.0.0_80.fault.aborts_injected: 0
http.outbound_0.0.0.0_80.fault.active_faults: 0
http.outbound_0.0.0.0_80.fault.delays_injected: 0
http.outbound_0.0.0.0_80.fault.faults_overflow: 0
http.outbound_0.0.0.0_80.fault.response_rl_injected: 0
http.outbound_0.0.0.0_80.no_cluster: 0
http.outbound_0.0.0.0_80.no_route: 0
http.outbound_0.0.0.0_80.passthrough_internal_redirect_bad_location: 0
http.outbound_0.0.0.0_80.passthrough_internal_redirect_no_route: 0
http.outbound_0.0.0.0_80.passthrough_internal_redirect_predicate: 0
http.outbound_0.0.0.0_80.passthrough_internal_redirect_too_many_redirects: 0
http.outbound_0.0.0.0_80.passthrough_internal_redirect_unsafe_scheme: 0
http.outbound_0.0.0.0_80.rbac.allowed: 0
http.outbound_0.0.0.0_80.rbac.denied: 0
http.outbound_0.0.0.0_80.rbac.shadow_allowed: 0
http.outbound_0.0.0.0_80.rbac.shadow_denied: 0
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.config_reload: 1
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.config_reload_time_ms: 1786447702473
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.init_fetch_timeout: 0
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.last_update_success: 1
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_attempt: 2
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_empty: 0
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_failure: 0
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_rejected: 0
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_success: 1
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_time: 1786447702475
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.version: 10314705478540176555
http.outbound_0.0.0.0_80.rq_direct_response: 0
http.outbound_0.0.0.0_80.rq_overload_local_reply: 0
http.outbound_0.0.0.0_80.rq_redirect: 0
http.outbound_0.0.0.0_80.rq_reset_after_downstream_response_started: 0
http.outbound_0.0.0.0_80.rq_total: 0
http.outbound_0.0.0.0_80.rs_too_large: 0
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.active_scopes: 1
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.all_scopes: 1
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.config_reload: 1
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.config_reload_time_ms: 1786447702465
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.init_fetch_timeout: 0
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.last_update_success: 1
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.on_demand_scopes: 0
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_attempt: 2
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_empty: 0
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_failure: 0
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_rejected: 0
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_success: 1
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_time: 1786447702465
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.version: 10314705478540176555
http.outbound_0.0.0.0_80.tracing.client_enabled: 0
http.outbound_0.0.0.0_80.tracing.health_check: 0
http.outbound_0.0.0.0_80.tracing.not_traceable: 299
http.outbound_0.0.0.0_80.tracing.random_sampling: 2
http.outbound_0.0.0.0_80.tracing.service_forced: 0
http.stats.downstream_cx_active: 0
http.stats.downstream_cx_delayed_close_timeout: 0
http.stats.downstream_cx_destroy: 0
http.stats.downstream_cx_destroy_active_rq: 0
http.stats.downstream_cx_destroy_local: 0
http.stats.downstream_cx_destroy_local_active_rq: 0
http.stats.downstream_cx_destroy_remote: 0
http.stats.downstream_cx_destroy_remote_active_rq: 0
http.stats.downstream_cx_drain_close: 0
http.stats.downstream_cx_http1_active: 0
http.stats.downstream_cx_http1_soft_drain: 0
http.stats.downstream_cx_http1_total: 0
http.stats.downstream_cx_http2_active: 0
http.stats.downstream_cx_http2_total: 0
http.stats.downstream_cx_http3_active: 0
http.stats.downstream_cx_http3_total: 0
http.stats.downstream_cx_idle_timeout: 0
http.stats.downstream_cx_max_duration_reached: 0
http.stats.downstream_cx_max_requests_reached: 0
http.stats.downstream_cx_overload_disable_keepalive: 0
http.stats.downstream_cx_protocol_error: 0
http.stats.downstream_cx_rx_bytes_buffered: 0
http.stats.downstream_cx_rx_bytes_total: 0
http.stats.downstream_cx_ssl_active: 0
http.stats.downstream_cx_ssl_total: 0
http.stats.downstream_cx_total: 0
http.stats.downstream_cx_tx_bytes_buffered: 0
http.stats.downstream_cx_tx_bytes_total: 0
http.stats.downstream_cx_upgrades_active: 0
http.stats.downstream_cx_upgrades_total: 0
http.stats.downstream_flow_control_paused_reading_total: 0
http.stats.downstream_flow_control_resumed_reading_total: 0
http.stats.downstream_rq_1xx: 0
http.stats.downstream_rq_2xx: 0
http.stats.downstream_rq_3xx: 0
http.stats.downstream_rq_4xx: 0
http.stats.downstream_rq_5xx: 0
http.stats.downstream_rq_active: 0
http.stats.downstream_rq_completed: 0
http.stats.downstream_rq_cu_total: 0
http.stats.downstream_rq_deferred: 0
http.stats.downstream_rq_failed_path_normalization: 0
http.stats.downstream_rq_header_timeout: 0
http.stats.downstream_rq_http1_total: 0
http.stats.downstream_rq_http2_total: 0
http.stats.downstream_rq_http3_total: 0
http.stats.downstream_rq_idle_timeout: 0
http.stats.downstream_rq_max_duration_reached: 0
http.stats.downstream_rq_non_relative_path: 0
http.stats.downstream_rq_overload_close: 0
http.stats.downstream_rq_redirected_with_normalized_path: 0
http.stats.downstream_rq_rejected_via_ip_detection: 0
http.stats.downstream_rq_response_before_rq_complete: 0
http.stats.downstream_rq_retry_scope_found_total: 0
http.stats.downstream_rq_retry_scope_not_found_total: 0
http.stats.downstream_rq_rx_reset: 0
http.stats.downstream_rq_timeout: 0
http.stats.downstream_rq_too_large: 0
http.stats.downstream_rq_too_many_premature_resets: 0
http.stats.downstream_rq_total: 0
http.stats.downstream_rq_tx_reset: 0
http.stats.downstream_rq_ws_on_non_ws_route: 0
http.stats.no_cluster: 0
http.stats.no_route: 0
http.stats.passthrough_internal_redirect_bad_location: 0
http.stats.passthrough_internal_redirect_no_route: 0
http.stats.passthrough_internal_redirect_predicate: 0
http.stats.passthrough_internal_redirect_too_many_redirects: 0
http.stats.passthrough_internal_redirect_unsafe_scheme: 0
http.stats.rq_direct_response: 0
http.stats.rq_overload_local_reply: 0
http.stats.rq_redirect: 0
http.stats.rq_reset_after_downstream_response_started: 0
http.stats.rq_total: 0
http.stats.rs_too_large: 0
http.stats.tracing.client_enabled: 0
http.stats.tracing.health_check: 0
http.stats.tracing.not_traceable: 0
http.stats.tracing.random_sampling: 0
http.stats.tracing.service_forced: 0
http1.dropped_headers_with_underscores: 0
http1.metadata_not_supported_error: 0
http1.requests_rejected_with_underscores_in_headers: 0
http1.response_flood: 0
http_local_rate_limiter.http_local_rate_limit.enabled: 0
http_local_rate_limiter.http_local_rate_limit.enforced: 0
http_local_rate_limiter.http_local_rate_limit.ok: 0
http_local_rate_limiter.http_local_rate_limit.rate_limited: 0
listener.0.0.0.0_15021.downstream_cx_active: 0
listener.0.0.0.0_15021.downstream_cx_destroy: 68
listener.0.0.0.0_15021.downstream_cx_overflow: 0
listener.0.0.0.0_15021.downstream_cx_overload_reject: 0
listener.0.0.0.0_15021.downstream_cx_total: 68
listener.0.0.0.0_15021.downstream_cx_transport_socket_connect_timeout: 0
listener.0.0.0.0_15021.downstream_global_cx_overflow: 0
listener.0.0.0.0_15021.downstream_listener_filter_error: 0
listener.0.0.0.0_15021.downstream_listener_filter_remote_close: 0
listener.0.0.0.0_15021.downstream_pre_cx_active: 0
listener.0.0.0.0_15021.downstream_pre_cx_timeout: 0
listener.0.0.0.0_15021.extension_config_missing: 0
listener.0.0.0.0_15021.http.agent.downstream_rq_1xx: 0
listener.0.0.0.0_15021.http.agent.downstream_rq_2xx: 68
listener.0.0.0.0_15021.http.agent.downstream_rq_3xx: 0
listener.0.0.0.0_15021.http.agent.downstream_rq_4xx: 0
listener.0.0.0.0_15021.http.agent.downstream_rq_5xx: 0
listener.0.0.0.0_15021.http.agent.downstream_rq_completed: 68
listener.0.0.0.0_15021.network_extension_config_missing: 0
listener.0.0.0.0_15021.no_filter_chain_match: 0
listener.0.0.0.0_15021.worker_0.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_0.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_1.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_1.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_10.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_10.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_11.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_11.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_12.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_12.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_13.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_13.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_14.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_14.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_15.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_15.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_16.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_16.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_17.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_17.downstream_cx_total: 3
listener.0.0.0.0_15021.worker_18.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_18.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_19.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_19.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_2.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_2.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_20.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_20.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_21.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_21.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_22.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_22.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_23.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_23.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_24.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_24.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_25.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_25.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_26.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_26.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_27.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_27.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_28.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_28.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_29.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_29.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_3.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_3.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_30.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_30.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_31.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_31.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_32.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_32.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_33.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_33.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_34.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_34.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_35.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_35.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_36.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_36.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_37.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_37.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_38.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_38.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_39.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_39.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_4.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_4.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_40.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_40.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_41.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_41.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_42.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_42.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_43.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_43.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_44.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_44.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_45.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_45.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_46.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_46.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_47.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_47.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_48.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_48.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_49.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_49.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_5.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_5.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_50.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_50.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_51.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_51.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_52.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_52.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_53.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_53.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_54.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_54.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_55.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_55.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_56.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_56.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_57.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_57.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_58.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_58.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_59.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_59.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_6.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_6.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_60.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_60.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_61.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_61.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_62.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_62.downstream_cx_total: 0
